transaction_id,customerID,transaction_date,service_type,amount
17474,9700-ISPUP,2022-01-11,Internet,2414.99
17475,0402-OAMEN,2023-09-19,Streaming,339.44
17476,1334-PDUKM,2022-03-31,Add-on,1734.58
17477,4694-PHWFW,2022-01-19,Streaming,1200.58
17478,7780-OTDSO,2023-07-18,Internet,1395.42
17479,2371-KFUOG,2023-01-09,Phone,1523.99
17480,0345-XMMUG,2022-04-04,Phone,1607.6
17481,0708-LGSMF,2022-02-01,Internet,2037.95
17482,0899-WZRSD,2023-10-25,Internet,2150.98
17483,5074-FBGHB,2022-05-20,Internet,2931.97
17484,1051-EQPZR,2023-07-24,Streaming,2335.78
17485,2446-ZKVAF,2022-01-21,Phone,2125.83
17486,7537-RBWEA,2022-05-29,Internet,1298.88
17487,8465-SBRXP,2022-08-09,Add-on,529.86
17488,2172-EJXVF,2022-08-07,Phone,364.61
17489,7776-QGYJC,2023-06-25,Streaming,1537.52
17490,1552-AAGRX,2023-07-13,Add-on,2071.12
17491,8966-KZXXA,2022-02-27,Streaming,2020.45
17492,6227-FBDXH,2023-03-01,Internet,2868.01
17493,9926-PJHDQ,2022-10-02,Internet,1270.8
17494,8457-XIGKN,2022-05-20,Internet,1957.79
17495,3836-FZSDJ,2022-01-23,Add-on,2686.05
17496,2634-HCZGT,2023-01-13,Internet,1331.42
17497,0731-EBJQB,2023-01-08,Phone,1537.68
17498,8665-UTDHZ,2022-03-04,Internet,2784.32
17499,8896-RAZCR,2023-07-18,Phone,1740.68
17500,1334-FJSVR,2022-12-08,Add-on,2438.91
17501,1266-NZYUI,2022-06-16,Streaming,2819.75
17502,2235-DWLJU,2022-05-31,Streaming,1798.96
17503,5161-XEUVX,2023-06-07,Phone,505.72
17504,7560-QRBXH,2023-08-30,Add-on,2500.76
17505,9554-DFKIC,2023-08-07,Phone,2489.79
17506,4626-OZDTJ,2023-05-16,Internet,521.96
17507,2436-QBZFP,2023-07-14,Internet,1734.73
17508,0757-WCUUZ,2022-12-14,Internet,1563.84
17509,0531-ZZJWQ,2022-09-29,Streaming,2572.06
17510,4667-OHGKG,2023-03-06,Phone,968.96
17511,6311-UEUME,2023-08-30,Add-on,1393.58
17512,3716-UVSPD,2022-08-21,Phone,1893.41
17513,1139-WUOAH,2023-07-14,Phone,1648.29
17514,6946-LMSQS,2022-07-27,Phone,2874.1
17515,2801-NISEI,2023-03-29,Internet,2889.84
17516,3566-VVORZ,2023-05-16,Internet,428.4
17517,0191-ZHSKZ,2023-08-12,Phone,1033.97
17518,6345-ULYRW,2022-08-07,Internet,221.1
17519,2055-BFOCC,2022-03-22,Streaming,1370.01
17520,1016-DJTSV,2023-07-03,Internet,2053.99
17521,1352-VHKAJ,2023-09-06,Streaming,1519.6
17522,5986-WWXDV,2023-12-04,Streaming,388.11
17523,6145-NNPNO,2023-06-25,Phone,748.68
17524,0508-SQWPL,2022-09-08,Phone,685.22
17525,1956-YIFGE,2023-08-29,Internet,1631.16
17526,3063-QFSZL,2023-02-19,Add-on,2097.5
17527,2277-BKJKN,2022-03-27,Phone,1085.71
17528,6050-FFXES,2023-09-14,Streaming,565.29
17529,9822-BIIGN,2022-08-05,Streaming,2436.07
17530,5349-IECLD,2022-07-15,Internet,2603.41
17531,7696-AMHOD,2022-10-24,Streaming,974.17
17532,9957-YODKZ,2022-02-13,Phone,1378.09
17533,8854-CCVSQ,2023-01-28,Internet,429.41
17534,0916-KNFAJ,2023-03-19,Internet,837.55
17535,7614-QVWQL,2022-03-31,Add-on,2347.6
17536,0504-HHAPI,2022-06-04,Internet,1222.55
17537,3428-MMGUB,2023-04-23,Add-on,1893.14
17538,3030-YDNRM,2023-09-13,Phone,2849.32
17539,2522-AHJXR,2022-02-28,Streaming,2226.19
17540,8757-TFHHJ,2022-04-20,Phone,1469.67
17541,7581-EBBOU,2023-04-24,Internet,1227.26
17542,5349-AZPEW,2023-09-10,Add-on,733.48
17543,4909-JOUPP,2023-08-17,Streaming,2317.19
17544,3178-FESZO,2022-02-18,Internet,514.79
17545,6710-HSJRD,2023-01-12,Phone,371.9
17546,2530-FMFXO,2022-02-01,Internet,493.52
17547,6893-ODYYE,2023-05-01,Add-on,880.14
17548,2925-VDZHY,2023-08-24,Phone,1955.95
17549,1468-DEFNC,2023-06-15,Internet,2611.72
17550,0886-QGENL,2022-01-03,Add-on,2979.34
17551,1057-FOGLZ,2023-01-13,Internet,2248.16
17552,6328-ZPBGN,2023-07-26,Add-on,608.74
17553,5206-XZZQI,2022-08-30,Internet,977.57
17554,5188-HGMLP,2023-06-25,Phone,569.56
17555,5696-EXCYS,2023-08-10,Phone,523.54
17556,2275-RBYQS,2023-08-05,Phone,1789.65
17557,5522-NYKPB,2023-08-18,Phone,2738.82
17558,4274-DRSQT,2022-12-23,Phone,2116.11
17559,8008-ESFLK,2023-11-16,Streaming,2441.82
17560,7302-ZHMHP,2022-07-16,Internet,1622.67
17561,5698-BQJOH,2023-02-23,Phone,1530.9
17562,4282-MSACW,2023-10-21,Streaming,2824.96
17563,8190-ZTQFB,2022-09-30,Streaming,2221.5
17564,6490-FGZAT,2023-05-17,Internet,1486.16
17565,8100-HZZLJ,2022-02-04,Add-on,1131.23
17566,4146-SVFUD,2023-09-17,Internet,460.76
17567,3946-JEWRQ,2023-04-06,Internet,2498.75
17568,3566-CAAYU,2023-12-19,Add-on,674.11
17569,2055-PDADH,2023-11-01,Add-on,1642.04
17570,3597-YASZG,2022-09-10,Phone,1984.38
17571,5286-YHCVC,2023-09-26,Add-on,2283.42
17572,8208-EUMTE,2023-05-27,Add-on,433.36
17573,5570-PTWEH,2022-02-17,Internet,229.92
17574,2623-DRYAM,2022-07-04,Internet,2176.82
17575,1855-CFULU,2023-05-06,Internet,1472.3
17576,2592-HODOV,2022-09-30,Add-on,707.18
17577,2916-BQZLN,2023-09-05,Streaming,2949.68
17578,8080-DDEMJ,2023-06-11,Phone,2415.79
17579,1591-MQJTP,2022-05-08,Internet,1819.84
17580,0471-LVHGK,2022-07-29,Streaming,2165.9
17581,3766-EJLFL,2023-09-16,Phone,634.07
17582,4549-ZDQYY,2022-05-22,Internet,2894.23
17583,8847-GEOOQ,2022-06-22,Streaming,2989.83
17584,1985-MBRYP,2023-11-09,Phone,2015.65
17585,6861-XWTWQ,2023-03-23,Internet,2071.28
17586,5970-GHJAW,2022-04-29,Internet,2172.48
17587,5167-GBFRE,2023-12-16,Streaming,2064.2
17588,1293-BSEUN,2022-01-11,Add-on,1427.91
17589,6082-GLJIX,2022-10-31,Add-on,1713.89
17590,6121-VZNQB,2022-06-03,Internet,991.63
17591,8565-CLBZW,2022-11-19,Streaming,1451.17
17592,3070-BDOQC,2023-06-21,Add-on,1421.09
17593,3764-MNMOI,2023-03-21,Add-on,1006.79
17594,9912-OMZDS,2022-12-08,Add-on,2402.77
17595,5968-VXZLG,2022-08-09,Streaming,1347.08
17596,3563-SVYLG,2022-04-20,Streaming,1744.8
17597,2446-BEGGB,2023-02-14,Phone,637.05
17598,9359-JANWS,2023-02-22,Add-on,1529.91
17599,8884-ADFVN,2023-08-25,Streaming,2332.07
17600,0786-IVLAW,2023-05-20,Phone,1444.67
17601,1215-FIGMP,2022-02-09,Internet,1761.68
17602,2667-WYLWJ,2023-05-24,Phone,2164.78
17603,4835-YSJMR,2023-04-04,Add-on,1289.13
17604,3765-JXVKY,2022-09-20,Streaming,1189.19
17605,9746-UGFAC,2023-11-01,Add-on,440.08
17606,2790-XUYMV,2022-04-28,Add-on,1830.36
17607,9637-CDTKZ,2023-03-26,Internet,2179.48
17608,7216-EWTRS,2023-02-18,Streaming,1827.51
17609,1269-FOYWN,2023-12-09,Streaming,993.87
17610,4211-MMAZN,2023-06-10,Internet,934.54
17611,6297-NOOPG,2023-04-06,Streaming,646.57
17612,6180-YBIQI,2022-04-28,Phone,331.57
17613,8292-ITGYJ,2022-08-05,Add-on,1395.26
17614,8749-JMNKX,2023-12-18,Internet,649.46
17615,3847-BAERP,2022-03-18,Internet,2134.23
17616,8640-SDGKB,2023-02-25,Add-on,2892.85
17617,4884-LEVMQ,2022-06-21,Internet,405.75
17618,9938-ZREHM,2023-01-25,Streaming,2700.28
17619,8232-UTFOZ,2022-01-26,Streaming,2041.61
17620,1170-SASML,2022-05-08,Add-on,2608.78
17621,1302-TPUBN,2023-01-09,Internet,633.88
17622,3018-TFTSU,2023-10-16,Phone,2738.15
17623,7182-OVLBJ,2022-01-24,Add-on,2882.04
17624,6680-WKXRZ,2023-04-15,Streaming,2738.8
17625,4803-LBYPN,2023-02-27,Streaming,2399.4
17626,0788-DXBFY,2022-06-26,Streaming,452.85
17627,8614-VGMMV,2023-06-22,Phone,818.05
17628,2294-SALNE,2022-09-23,Streaming,2756.78
17629,8218-FFJDS,2023-09-21,Add-on,842.39
17630,5996-EBTKM,2023-07-24,Add-on,1173.6
17631,8378-LKJAF,2022-09-27,Add-on,341.34
17632,5813-UECBU,2022-11-25,Streaming,1958.66
17633,2869-ADAWR,2023-03-31,Phone,1777.24
17634,3441-CGZJH,2022-10-22,Phone,2892.96
17635,1552-TKMXS,2022-05-02,Streaming,2698.56
17636,0320-DWVTU,2022-06-08,Internet,1616.64
17637,7321-ZNSLA,2022-06-27,Internet,1906.14
17638,3635-QQRQD,2023-10-18,Add-on,1356.95
17639,3259-KNMRR,2022-11-24,Phone,570.89
17640,0909-SELIE,2022-11-03,Streaming,2629.81
17641,4067-HLYQI,2022-03-30,Phone,1738.71
17642,6693-FRIRW,2022-02-07,Phone,1391.1
17643,8734-DKSTZ,2023-08-14,Internet,391.7
17644,2369-FEVNO,2022-12-12,Phone,2063.07
17645,9443-JUBUO,2022-09-09,Phone,1319.06
17646,5438-QMDDL,2022-05-29,Streaming,910.35
17647,5392-AKEMH,2022-01-16,Streaming,2654.91
17648,6728-DKUCO,2023-01-02,Phone,714.17
17649,6479-VDGRK,2022-04-28,Phone,1642.06
17650,2072-ZVJJX,2023-12-05,Streaming,2428.12
17651,4573-JKNAE,2022-11-13,Internet,2577.41
17652,2987-BJXIK,2022-10-15,Streaming,2492.38
17653,1061-PNTHC,2022-12-17,Streaming,2710.55
17654,5748-RNCJT,2022-10-24,Streaming,598.6
17655,6581-NQCBA,2022-07-13,Streaming,2833.28
17656,5803-NQJZO,2023-01-27,Streaming,230.25
17657,0565-JUPYD,2023-03-19,Internet,916.53
17658,1370-GGAWX,2022-10-08,Add-on,435.31
17659,0730-KOAVE,2022-10-28,Streaming,2847.49
17660,5759-RCVCB,2023-03-02,Streaming,1387.02
17661,0816-TSPHQ,2022-09-07,Internet,1082.75
17662,6022-KOUQO,2023-05-30,Add-on,667.84
17663,1399-OUPJN,2023-11-17,Phone,636.29
17664,0365-BZUWY,2023-02-10,Internet,1919.01
17665,7401-JIXNM,2023-09-08,Streaming,331.84
17666,7173-TETGO,2022-09-01,Phone,1864.13
17667,9432-RUVSL,2023-01-02,Internet,2369.02
17668,9278-VZKCD,2022-04-30,Phone,1882.84
17669,6128-CZOMY,2023-03-16,Internet,2514.42
17670,8314-DPQHL,2023-05-19,Internet,942.72
17671,3259-QMXUN,2023-08-05,Phone,416.08
17672,8185-UPYBR,2023-03-09,Add-on,2218.77
17673,8709-KRDVL,2022-07-02,Phone,2518.77
17674,9795-SHUHB,2023-04-06,Phone,1604.69
17675,2685-SREOM,2022-04-28,Add-on,2497.73
17676,2189-WWOEW,2022-01-31,Phone,1482.17
17677,6919-ELBGL,2022-05-29,Add-on,755.88
17678,0459-SPZHJ,2023-06-12,Add-on,1528.3
17679,9444-JTXHZ,2022-09-30,Add-on,804.66
17680,3170-GWYKC,2023-01-20,Streaming,1521.69
17681,7184-LRUUR,2022-04-12,Internet,613.14
17682,1399-OUPJN,2022-03-13,Streaming,719.57
17683,5536-RTPWK,2023-12-06,Internet,2672.16
17684,4456-RHSNB,2023-09-15,Streaming,524.4
17685,1047-RNXZV,2023-02-12,Add-on,827.97
17686,2890-WFBHU,2022-12-13,Streaming,2987.46
17687,0742-NXBGR,2023-01-02,Internet,1812.85
17688,0253-ZTEOB,2023-09-10,Streaming,1840.29
17689,1766-GKNMI,2023-07-03,Phone,2565.92
17690,5181-OABFK,2022-10-18,Phone,1668.09
17691,3192-NQECA,2023-02-26,Add-on,820.99
17692,3128-YOVTD,2022-06-30,Streaming,1382.91
17693,9169-BSVIN,2023-10-17,Streaming,2314.0
17694,2977-CEBSX,2022-04-24,Internet,2642.86
17695,0748-RDGGM,2022-08-26,Internet,964.97
17696,9481-WHGWY,2022-04-04,Streaming,933.53
17697,9143-CANJF,2022-09-17,Internet,1117.3
17698,3074-GQWYX,2022-04-17,Phone,1869.39
17699,2176-OSJUV,2022-09-01,Phone,979.83
17700,2612-RRIDN,2023-02-27,Add-on,2700.78
17701,3424-NMNBO,2022-12-01,Phone,2938.42
17702,1100-DDVRV,2022-01-23,Internet,2101.54
17703,9659-QEQSY,2022-09-28,Internet,2916.84
17704,2197-OMWGI,2022-05-20,Internet,1005.98
17705,7594-LZNWR,2023-04-11,Internet,2482.48
17706,3845-JHAMY,2023-03-30,Streaming,2099.64
17707,9743-DQKQW,2023-01-19,Streaming,936.94
17708,8404-FYDIB,2023-08-17,Streaming,1091.54
17709,4274-OWWYO,2023-01-12,Streaming,1568.15
17710,1716-LSAMB,2023-03-14,Phone,2416.6
17711,9552-TGUZV,2023-02-26,Internet,2642.22
17712,8006-PYCSW,2022-06-05,Phone,1975.05
17713,8966-SNIZF,2022-12-01,Internet,2220.41
17714,6818-WOBHJ,2023-06-15,Streaming,938.78
17715,9258-CNWAC,2023-08-04,Phone,2275.0
17716,3884-UEBXB,2022-05-12,Internet,1893.94
17717,3948-KXDUF,2023-12-22,Streaming,824.18
17718,3061-BCKYI,2023-05-16,Add-on,2860.52
17719,2452-SNHFZ,2023-06-06,Internet,1636.01
17720,9253-QXKBE,2022-05-20,Add-on,2424.49
17721,8073-IJDCM,2022-05-15,Internet,1671.72
17722,7266-GSSJX,2023-02-11,Streaming,2812.22
17723,0786-VSSUD,2022-04-04,Phone,595.58
17724,4102-OQUPX,2022-08-29,Internet,1729.23
17725,6870-ECSHE,2022-06-14,Add-on,270.43
17726,0214-JHPFW,2022-11-21,Streaming,752.7
17727,8631-WUXGY,2023-10-22,Internet,986.87
17728,8634-MPHTR,2022-08-06,Add-on,1523.31
17729,5893-PYOLZ,2023-09-12,Internet,2496.48
17730,6292-TOSSS,2022-08-19,Add-on,1506.63
17731,5777-KJIRB,2023-08-05,Internet,1771.32
17732,3976-HXHCE,2023-08-09,Phone,2787.35
17733,3026-ATZYV,2022-06-28,Phone,2318.29
17734,8242-SOQUO,2022-03-21,Phone,340.57
17735,8309-IEYJD,2022-12-20,Phone,694.1
17736,4701-AHWMW,2023-11-02,Streaming,307.01
17737,7319-VENRZ,2023-11-12,Phone,393.36
17738,8232-CTLKO,2022-06-10,Internet,1148.79
17739,0376-YMCJC,2023-03-03,Streaming,2238.0
17740,7560-QRBXH,2023-02-07,Internet,884.19
17741,8910-LEDAG,2022-02-01,Add-on,1298.4
17742,6496-JDSSB,2022-05-01,Phone,1302.85
17743,7606-BPHHN,2023-12-28,Internet,1852.86
17744,4999-IEZLT,2023-05-30,Internet,2700.17
17745,7881-INRLC,2023-01-20,Internet,2953.04
17746,6463-HHXJR,2023-03-01,Add-on,1892.91
17747,2243-FNMMI,2023-04-21,Add-on,1614.2
17748,2808-CHTDM,2023-07-14,Add-on,2109.25
17749,3442-ZHHCC,2022-06-16,Internet,2070.49
17750,6357-JJPQT,2023-01-24,Add-on,1667.05
17751,1376-HHBDV,2022-11-29,Phone,2263.48
17752,7831-QGOXH,2023-06-07,Add-on,1575.56
17753,9169-BSVIN,2023-04-16,Add-on,2990.08
17754,2055-BFOCC,2023-12-05,Internet,337.19
17755,8042-RNLKO,2023-06-08,Internet,1441.0
17756,8961-QDZZJ,2022-02-22,Internet,1311.67
17757,9389-ACWBI,2023-07-21,Internet,2356.85
17758,0661-WCQNQ,2022-01-21,Phone,734.31
17759,6161-UUUTA,2022-01-19,Internet,1415.41
17760,4332-MUOEZ,2023-04-01,Streaming,2154.24
17761,9153-BTBVV,2022-11-18,Streaming,1888.94
17762,9702-AIUJO,2023-03-09,Internet,1726.34
17763,6778-YSNIH,2022-02-28,Internet,1417.87
17764,4896-CPRPF,2022-05-31,Phone,2305.62
17765,4939-KYYPY,2023-03-16,Streaming,2009.99
17766,4138-NAXED,2022-02-27,Add-on,2649.19
17767,6184-DYUOB,2023-12-29,Phone,2252.4
17768,2720-FVBQP,2023-07-28,Add-on,593.14
17769,9912-OMZDS,2023-10-20,Internet,1934.71
17770,9617-UDPEU,2022-10-20,Streaming,324.71
17771,2003-CKLOR,2022-07-01,Add-on,1284.64
17772,5154-VEKBL,2023-08-30,Streaming,1353.43
17773,4616-ULAOA,2022-03-19,Add-on,2593.67
17774,5356-KZCKT,2023-10-16,Phone,705.04
17775,0607-MVMGC,2022-04-15,Internet,2001.92
17776,3721-WKIIL,2022-09-18,Streaming,738.68
17777,9050-QLROH,2023-08-30,Phone,2856.28
17778,7657-DYEPJ,2022-08-11,Streaming,1682.59
17779,0475-RIJEP,2023-04-29,Add-on,2183.0
17780,0810-DHDBD,2023-12-03,Add-on,2010.33
17781,2668-TZSPS,2022-05-09,Internet,1050.19
17782,0137-OCGAB,2022-11-15,Add-on,2723.35
17783,3824-RHKVR,2023-12-08,Internet,1956.3
17784,7181-OQCUT,2023-05-24,Internet,1628.89
17785,6614-VBEGU,2022-01-20,Phone,1679.41
17786,4011-ARPHK,2022-08-23,Internet,2693.93
17787,8630-FJLIB,2023-08-20,Phone,365.53
17788,3717-OEAUQ,2023-08-29,Streaming,1289.37
17789,3522-CDKHF,2023-07-08,Add-on,2556.56
17790,5206-HPJKM,2022-12-16,Add-on,305.04
17791,8410-BGQXN,2023-03-29,Add-on,1989.71
17792,9318-NKNFC,2023-08-09,Internet,1329.14
17793,2984-RGEYA,2023-05-24,Phone,772.83
17794,2404-JIBFC,2023-09-19,Phone,1911.93
17795,2208-NKVVH,2023-02-27,Phone,2526.97
17796,2165-VOEGB,2022-07-09,Internet,1508.55
17797,6683-VLCTZ,2022-05-05,Add-on,610.86
17798,4422-QVIJA,2022-01-06,Add-on,1057.22
17799,3133-PZNSR,2023-04-03,Phone,2947.79
17800,9146-JRIOX,2023-07-08,Internet,511.06
17801,7549-MYGPK,2023-07-24,Add-on,650.0
17802,3125-RAHBV,2023-06-06,Internet,2972.5
17803,8481-YYXWG,2022-03-30,Streaming,2669.88
17804,4981-FLTMF,2022-04-21,Streaming,2179.96
17805,4482-FTFFX,2023-07-05,Internet,622.75
17806,2612-RRIDN,2023-02-01,Streaming,873.54
17807,0486-HECZI,2023-11-10,Add-on,704.51
17808,7508-DQAKK,2022-01-11,Phone,1966.67
17809,5726-CVNYA,2023-09-14,Internet,1316.83
17810,5716-LIBJC,2023-05-12,Streaming,333.78
17811,2851-STERV,2022-01-16,Phone,1015.62
17812,9360-OMDZZ,2022-02-02,Add-on,2609.83
17813,3550-SAHFP,2023-05-04,Add-on,2428.92
17814,4837-PZTIC,2022-07-07,Internet,2000.43
17815,0617-AQNWT,2023-07-25,Phone,439.52
17816,7831-QGOXH,2023-04-03,Add-on,2671.81
17817,0057-QBUQH,2022-02-20,Internet,1696.65
17818,2233-TXSIU,2022-09-28,Streaming,1584.81
17819,8469-SNFFH,2023-04-09,Phone,2815.38
17820,6556-DBKZF,2022-02-12,Add-on,224.76
17821,3533-UVMOM,2023-06-23,Streaming,1756.51
17822,0939-YAPAF,2023-07-22,Phone,2415.48
17823,0997-YTLNY,2022-05-01,Phone,378.33
17824,4774-HHGGS,2023-09-17,Phone,1200.08
17825,5760-FXFVO,2022-11-12,Add-on,2936.96
17826,7184-LRUUR,2022-04-25,Phone,793.0
17827,6933-FHBZC,2023-09-13,Streaming,1687.3
17828,0731-EBJQB,2023-03-30,Add-on,2288.99
17829,4737-HOBAX,2023-11-18,Phone,1293.05
17830,2277-VWCNI,2023-09-16,Streaming,1342.05
17831,5122-CYFXA,2023-09-04,Add-on,377.15
17832,9342-VNIMQ,2023-06-04,Phone,732.26
17833,3410-YOQBQ,2023-10-09,Internet,2665.71
17834,0040-HALCW,2022-12-03,Internet,2491.29
17835,1614-JBEBI,2022-08-28,Phone,1052.99
17836,1976-CFOCS,2023-01-21,Internet,1268.79
17837,1602-IJQQE,2022-05-25,Add-on,1433.15
17838,3890-RTCMS,2023-01-12,Phone,1168.64
17839,6060-QBMGV,2022-01-04,Streaming,2030.95
17840,7218-HKQFK,2022-11-24,Internet,235.92
17841,7306-YDSOI,2022-07-16,Phone,2664.47
17842,5248-RPYWW,2023-01-24,Add-on,1041.82
17843,8111-SLLHI,2023-10-02,Phone,2642.65
17844,4661-NJEUX,2022-09-18,Streaming,1472.28
17845,9743-DQKQW,2023-08-26,Streaming,2373.73
17846,2898-LSJGD,2022-04-04,Phone,2512.18
17847,1548-FEHVL,2022-09-14,Phone,1043.61
17848,1468-DEFNC,2022-05-16,Phone,1992.91
17849,5825-XJOCM,2023-06-09,Phone,1900.76
17850,3133-PZNSR,2023-12-11,Add-on,1532.84
17851,5393-HJZSM,2023-05-13,Phone,1514.79
17852,9031-ZVQPT,2022-06-27,Add-on,1054.57
17853,7243-LCGGZ,2022-04-22,Phone,1068.53
17854,6701-YVNQG,2022-09-21,Add-on,1734.82
17855,3658-KIBGF,2023-02-18,Streaming,290.36
17856,2400-XIWIO,2023-01-04,Internet,2814.26
17857,2703-AMTUL,2023-08-14,Phone,2019.94
17858,9040-KZVWO,2023-01-13,Phone,1441.64
17859,0042-JVWOJ,2023-08-09,Streaming,373.06
17860,2831-EBWRN,2023-01-18,Internet,1964.04
17861,0771-WLCLA,2023-11-04,Streaming,249.68
17862,5693-PIPCS,2023-05-26,Streaming,2103.63
17863,6614-VBEGU,2023-12-14,Phone,403.07
17864,4765-OXPPD,2023-01-12,Phone,2037.09
17865,6833-JMZYP,2023-06-29,Streaming,1336.49
17866,1293-HHSHJ,2022-03-14,Phone,2055.36
17867,5937-EORGB,2023-05-19,Phone,587.79
17868,9367-TCUYN,2022-12-18,Phone,528.67
17869,9281-OFDMF,2023-12-11,Internet,892.79
17870,9928-BZVLZ,2022-11-21,Internet,1352.23
17871,9305-CDSKC,2023-01-23,Phone,908.49
17872,0018-NYROU,2022-08-28,Streaming,429.64
17873,6840-RESVB,2022-03-15,Internet,1110.08
17874,3472-QPRCH,2022-01-31,Streaming,2176.13
17875,4199-QHJNM,2023-04-24,Add-on,1832.64
17876,2541-YGPKE,2022-01-14,Add-on,2897.31
17877,9512-PHSMG,2023-12-18,Phone,1420.58
17878,1550-EENBN,2022-11-12,Streaming,1131.85
17879,3212-KXOCR,2022-03-09,Streaming,2142.3
17880,0750-EBAIU,2023-10-02,Add-on,1353.48
17881,2696-ECXKC,2023-06-22,Internet,1931.27
17882,4835-YSJMR,2023-11-27,Streaming,2849.6
17883,0274-JKUJR,2023-10-11,Streaming,1597.73
17884,0774-IFUVM,2022-10-18,Internet,1594.89
17885,7853-WNZSY,2023-09-10,Phone,2370.47
17886,1355-KUSBG,2022-01-24,Add-on,2317.01
17887,5965-GGPRW,2023-02-19,Streaming,1645.45
17888,9224-VTYID,2023-12-07,Phone,381.22
17889,7452-FOLON,2023-11-12,Phone,2946.2
17890,5542-TBBWB,2022-02-05,Phone,1256.5
17891,9163-GHAYE,2022-04-11,Internet,1086.78
17892,7608-RGIRO,2023-06-30,Phone,2948.33
17893,9752-ZNQUT,2022-02-08,Streaming,2641.98
17894,5129-JLPIS,2022-07-30,Phone,1124.61
17895,9898-KZQDZ,2023-08-15,Phone,1063.27
17896,5781-BKHOP,2022-06-21,Phone,2218.67
17897,0679-IDSTG,2023-03-18,Add-on,1136.08
17898,5835-BEQEU,2022-02-28,Streaming,904.01
17899,9940-HPQPG,2023-02-14,Add-on,2943.08
17900,0608-JDVEC,2023-06-18,Add-on,1783.99
17901,1293-BSEUN,2022-12-31,Phone,2334.99
17902,6736-DHUQI,2023-01-02,Phone,2196.55
17903,3863-QSTYI,2022-12-10,Phone,2315.47
17904,8205-VSLRB,2022-10-23,Internet,2729.49
17905,4154-AQUGT,2022-12-07,Streaming,1602.15
17906,6741-EGCBI,2023-08-29,Internet,2309.46
17907,9194-GFVOI,2023-06-07,Streaming,2431.08
17908,4837-QUSFT,2023-09-21,Phone,2849.88
17909,3886-CERTZ,2022-09-22,Streaming,2196.67
17910,8818-DOPVL,2023-06-08,Streaming,2699.32
17911,6645-MXQJT,2023-10-28,Add-on,466.11
17912,3442-ZHHCC,2022-02-07,Streaming,553.07
17913,3234-VKACU,2022-05-11,Streaming,643.37
17914,3874-EQOEP,2023-01-17,Add-on,605.48
17915,1666-JXLKU,2022-08-13,Internet,445.05
17916,0848-SOMKO,2022-05-23,Streaming,543.21
17917,1834-ABKHQ,2023-03-07,Internet,2988.55
17918,1217-VASWC,2023-01-24,Internet,962.12
17919,8957-THMOA,2022-02-23,Phone,1538.53
17920,1724-IQWNM,2022-01-24,Streaming,2500.52
17921,1834-ABKHQ,2023-01-30,Add-on,531.25
17922,0112-QWPNC,2023-09-25,Add-on,1088.62
17923,0266-GMEAO,2022-04-29,Phone,646.0
17924,5906-BFOZT,2023-11-04,Add-on,375.16
17925,1038-ZAGBI,2023-08-09,Streaming,2890.11
17926,6161-UUUTA,2022-07-04,Internet,2603.4
17927,6278-FEPBZ,2022-07-11,Internet,2662.03
17928,8624-GIOUT,2023-05-02,Add-on,2632.3
17929,3500-NSDOA,2023-09-25,Add-on,632.79
17930,5172-MIGPM,2023-12-22,Add-on,2397.99
17931,4801-KFYKL,2023-01-19,Internet,2238.04
17932,9565-AXSMR,2022-12-12,Streaming,2791.16
17933,8670-MEFCP,2023-04-18,Streaming,814.1
17934,2205-LPVGL,2023-11-07,Streaming,1359.32
17935,2167-FQSTQ,2022-01-03,Streaming,1025.8
17936,6266-QHOJZ,2022-02-19,Streaming,922.17
17937,1501-SGHBW,2023-05-19,Phone,2026.67
17938,8859-YSTWS,2022-07-30,Add-on,659.04
17939,7660-HDPJV,2023-06-12,Streaming,1501.46
17940,0040-HALCW,2023-11-11,Phone,2010.59
17941,7488-MXJIV,2022-10-10,Streaming,564.85
17942,4298-OYIFC,2023-01-14,Add-on,919.54
17943,0480-KYJVA,2022-11-22,Streaming,2908.62
17944,3620-MWJNE,2022-10-25,Streaming,2427.2
17945,8294-UIMBA,2023-11-28,Streaming,2095.47
17946,8107-RZLNV,2022-05-18,Add-on,2596.71
17947,5360-XGYAZ,2022-05-05,Internet,239.11
17948,0674-GCDXG,2023-01-27,Add-on,217.01
17949,6408-OTUBZ,2023-02-06,Internet,631.11
17950,1273-MTETI,2023-04-25,Phone,1586.72
17951,0454-OKRCT,2023-02-05,Phone,1795.93
17952,6288-CHQJB,2023-07-24,Streaming,518.33
17953,1104-TNLZA,2022-12-28,Streaming,402.4
17954,9823-EALYC,2022-03-07,Streaming,2519.34
17955,7895-VONWT,2023-03-04,Add-on,1500.51
17956,2960-NKRSO,2023-12-15,Streaming,2978.98
17957,9788-HNGUT,2023-06-05,Internet,842.17
17958,7718-UPSKJ,2023-03-08,Phone,2012.16
17959,6538-POCHL,2022-04-15,Phone,2452.29
17960,3824-RHKVR,2022-03-30,Phone,2643.39
17961,5840-NVDCG,2023-08-24,Internet,1057.69
17962,6341-AEVKX,2022-01-06,Streaming,741.19
17963,2211-RMNHO,2022-06-07,Internet,833.06
17964,3197-NNYNB,2023-01-14,Internet,2066.88
17965,2761-XECQW,2022-11-26,Add-on,1662.52
17966,3230-WYKIR,2022-04-13,Add-on,1877.18
17967,4439-JMPMT,2022-08-11,Phone,257.48
